Year,complication,category,Strata,readmission,Yes,Count
2018-2019,Reintervention for Myocardial Ischemia,Race,Others,Y,0.01058,2
2018-2019,Reintervention for Myocardial Ischemia,Race,Pacific,Y,0,0
2018-2019,Reintervention for Myocardial Ischemia,Race,White,Y,0.00259,5
2019-2020,Deep Sternal Infection,Age,0 to 40,Y,0.03226,1
2019-2020,Deep Sternal Infection,Age,41-65,Y,0.01901,23
2019-2020,Deep Sternal Infection,Age,66 to Max,Y,0.01444,28
2019-2020,Deep Sternal Infection,All,All,Y,0.01635,52
2019-2020,Deep Sternal Infection,CABG type,CABG+Valve,Y,0.00413,2
2019-2020,Deep Sternal Infection,CABG type,Isolated CABG,Y,0.01814,44
2019-2020,Deep Sternal Infection,CABG type,Other Non-Isolated CABG,Y,0.02214,6
2019-2020,Deep Sternal Infection,Gender,Female,Y,0.02025,18
2019-2020,Deep Sternal Infection,Gender,Male,Y,0.01484,34
2019-2020,Deep Sternal Infection,PayorType,Medi-Cal,Y,0.01794,8
2019-2020,Deep Sternal Infection,PayorType,Medicare,Y,0.01572,32
2019-2020,Deep Sternal Infection,PayorType,Other Insurance,Y,0,0
2019-2020,Deep Sternal Infection,PayorType,Private Insurance,Y,0.01987,12
2019-2020,Deep Sternal Infection,PayorType,Uninsured,Y,0,0
2019-2020,Deep Sternal Infection,Race,Asian,Y,0.01733,7
2019-2020,Deep Sternal Infection,Race,Black,Y,0.0137,2
2019-2020,Deep Sternal Infection,Race,Hispanic,Y,0.01114,8
2019-2020,Deep Sternal Infection,Race,Native,Y,0,0
2019-2020,Deep Sternal Infection,Race,Others,Y,0.01075,2
2019-2020,Deep Sternal Infection,Race,Pacific,Y,0,0
2019-2020,Deep Sternal Infection,Race,White,Y,0.0196,33
2019-2020,Post-Operative Atrial Fibrillation,Age,0 to 40,Y,0.03226,1
2019-2020,Post-Operative Atrial Fibrillation,Age,41-65,Y,0.24132,292
2019-2020,Post-Operative Atrial Fibrillation,Age,66 to Max,Y,0.38473,746
2019-2020,Post-Operative Atrial Fibrillation,All,All,Y,0.32673,1039
2019-2020,Post-Operative Atrial Fibrillation,CABG type,CABG+Valve,Y,0.39256,190
2019-2020,Post-Operative Atrial Fibrillation,CABG type,Isolated CABG,Y,0.31052,753
2019-2020,Post-Operative Atrial Fibrillation,CABG type,Other Non-Isolated CABG,Y,0.35424,96
2019-2020,Post-Operative Atrial Fibrillation,Gender,Female,Y,0.30259,269
2019-2020,Post-Operative Atrial Fibrillation,Gender,Male,Y,0.3361,770
2019-2020,Post-Operative Atrial Fibrillation,PayorType,Medi-Cal,Y,0.20628,92
2019-2020,Post-Operative Atrial Fibrillation,PayorType,Medicare,Y,0.36395,741
2019-2020,Post-Operative Atrial Fibrillation,PayorType,Other Insurance,Y,0.44286,31
2019-2020,Post-Operative Atrial Fibrillation,PayorType,Private Insurance,Y,0.28311,171
2019-2020,Post-Operative Atrial Fibrillation,PayorType,Uninsured,Y,0.16667,4
2019-2020,Post-Operative Atrial Fibrillation,Race,Asian,Y,0.37129,150
2019-2020,Post-Operative Atrial Fibrillation,Race,Black,Y,0.30137,44
2019-2020,Post-Operative Atrial Fibrillation,Race,Hispanic,Y,0.23816,171
2019-2020,Post-Operative Atrial Fibrillation,Race,Native,Y,0.2,2
2019-2020,Post-Operative Atrial Fibrillation,Race,Others,Y,0.30108,56
2019-2020,Post-Operative Atrial Fibrillation,Race,Pacific,Y,0.4375,14
2019-2020,Post-Operative Atrial Fibrillation,Race,White,Y,0.35748,602
2019-2020,Post-Operative Dialysis,Age,0 to 40,Y,0,0
2019-2020,Post-Operative Dialysis,Age,41-65,Y,0.02893,35
2019-2020,Post-Operative Dialysis,Age,66 to Max,Y,0.02837,55
2019-2020,Post-Operative Dialysis,All,All,Y,0.0283,90
2019-2020,Post-Operative Dialysis,CABG type,CABG+Valve,Y,0.03099,15
2019-2020,Post-Operative Dialysis,CABG type,Isolated CABG,Y,0.02474,60
2019-2020,Post-Operative Dialysis,CABG type,Other Non-Isolated CABG,Y,0.05535,15
2019-2020,Post-Operative Dialysis,Gender,Female,Y,0.03712,33
2019-2020,Post-Operative Dialysis,Gender,Male,Y,0.02488,57
2019-2020,Post-Operative Dialysis,PayorType,Medi-Cal,Y,0.03812,17
2019-2020,Post-Operative Dialysis,PayorType,Medicare,Y,0.03094,63
2019-2020,Post-Operative Dialysis,PayorType,Other Insurance,Y,0,0
2019-2020,Post-Operative Dialysis,PayorType,Private Insurance,Y,0.01656,10
2019-2020,Post-Operative Dialysis,PayorType,Uninsured,Y,0,0
2019-2020,Post-Operative Dialysis,Race,Asian,Y,0.03218,13
2019-2020,Post-Operative Dialysis,Race,Black,Y,0.06164,9
2019-2020,Post-Operative Dialysis,Race,Hispanic,Y,0.03482,25
2019-2020,Post-Operative Dialysis,Race,Native,Y,0,0
2019-2020,Post-Operative Dialysis,Race,Others,Y,0.02688,5
2019-2020,Post-Operative Dialysis,Race,Pacific,Y,0.03125,1
2019-2020,Post-Operative Dialysis,Race,White,Y,0.02197,37
2019-2020,Post-Operative Renal Failure,Age,0 to 40,Y,0,0
2019-2020,Post-Operative Renal Failure,Age,41-65,Y,0.03802,46
2019-2020,Post-Operative Renal Failure,Age,66 to Max,Y,0.04848,94
2019-2020,Post-Operative Renal Failure,All,All,Y,0.04403,140
2019-2020,Post-Operative Renal Failure,CABG type,CABG+Valve,Y,0.04752,23
2019-2020,Post-Operative Renal Failure,CABG type,Isolated CABG,Y,0.03835,93
2019-2020,Post-Operative Renal Failure,CABG type,Other Non-Isolated CABG,Y,0.08856,24
2019-2020,Post-Operative Renal Failure,Gender,Female,Y,0.05512,49
2019-2020,Post-Operative Renal Failure,Gender,Male,Y,0.03972,91
2019-2020,Post-Operative Renal Failure,PayorType,Medi-Cal,Y,0.05157,23
2019-2020,Post-Operative Renal Failure,PayorType,Medicare,Y,0.04764,97
2019-2020,Post-Operative Renal Failure,PayorType,Other Insurance,Y,0.01429,1
2019-2020,Post-Operative Renal Failure,PayorType,Private Insurance,Y,0.03146,19
2019-2020,Post-Operative Renal Failure,PayorType,Uninsured,Y,0,0
2019-2020,Post-Operative Renal Failure,Race,Asian,Y,0.05198,21
2019-2020,Post-Operative Renal Failure,Race,Black,Y,0.06849,10
2019-2020,Post-Operative Renal Failure,Race,Hispanic,Y,0.05571,40
2019-2020,Post-Operative Renal Failure,Race,Native,Y,0,0
2019-2020,Post-Operative Renal Failure,Race,Others,Y,0.05376,10
2019-2020,Post-Operative Renal Failure,Race,Pacific,Y,0.0625,2
2019-2020,Post-Operative Renal Failure,Race,White,Y,0.03385,57
2019-2020,Post-Operative Stroke,Age,0 to 40,Y,0,0
2019-2020,Post-Operative Stroke,Age,41-65,Y,0.02149,26
2019-2020,Post-Operative Stroke,Age,66 to Max,Y,0.0263,51
2019-2020,Post-Operative Stroke,All,All,Y,0.02421,77
2019-2020,Post-Operative Stroke,CABG type,CABG+Valve,Y,0.03512,17
2019-2020,Post-Operative Stroke,CABG type,Isolated CABG,Y,0.01979,48
2019-2020,Post-Operative Stroke,CABG type,Other Non-Isolated CABG,Y,0.04428,12
2019-2020,Post-Operative Stroke,Gender,Female,Y,0.02925,26
2019-2020,Post-Operative Stroke,Gender,Male,Y,0.02226,51
2019-2020,Post-Operative Stroke,PayorType,Medi-Cal,Y,0.02691,12
2019-2020,Post-Operative Stroke,PayorType,Medicare,Y,0.02358,48
2019-2020,Post-Operative Stroke,PayorType,Other Insurance,Y,0.04286,3
2019-2020,Post-Operative Stroke,PayorType,Private Insurance,Y,0.02318,14
2019-2020,Post-Operative Stroke,PayorType,Uninsured,Y,0,0
2019-2020,Post-Operative Stroke,Race,Asian,Y,0.03713,15
2019-2020,Post-Operative Stroke,Race,Black,Y,0.03425,5
2019-2020,Post-Operative Stroke,Race,Hispanic,Y,0.03203,23
2019-2020,Post-Operative Stroke,Race,Native,Y,0.2,2
2019-2020,Post-Operative Stroke,Race,Others,Y,0.01613,3
2019-2020,Post-Operative Stroke,Race,Pacific,Y,0.03125,1
2019-2020,Post-Operative Stroke,Race,White,Y,0.01663,28
2019-2020,Prolonged Ventilation,Age,0 to 40,Y,0.06452,2
2019-2020,Prolonged Ventilation,Age,41-65,Y,0.12893,156
2019-2020,Prolonged Ventilation,Age,66 to Max,Y,0.12481,242
2019-2020,Prolonged Ventilation,All,All,Y,0.12579,400
2019-2020,Prolonged Ventilation,CABG type,CABG+Valve,Y,0.19008,92
2019-2020,Prolonged Ventilation,CABG type,Isolated CABG,Y,0.10309,250
2019-2020,Prolonged Ventilation,CABG type,Other Non-Isolated CABG,Y,0.21402,58
2019-2020,Prolonged Ventilation,Gender,Female,Y,0.15411,137
2019-2020,Prolonged Ventilation,Gender,Male,Y,0.1148,263
2019-2020,Prolonged Ventilation,PayorType,Medi-Cal,Y,0.1278,57
2019-2020,Prolonged Ventilation,PayorType,Medicare,Y,0.13261,270
2019-2020,Prolonged Ventilation,PayorType,Other Insurance,Y,0.14286,10
2019-2020,Prolonged Ventilation,PayorType,Private Insurance,Y,0.09934,60
2019-2020,Prolonged Ventilation,PayorType,Uninsured,Y,0.125,3
2019-2020,Prolonged Ventilation,Race,Asian,Y,0.16089,65
2019-2020,Prolonged Ventilation,Race,Black,Y,0.13014,19
2019-2020,Prolonged Ventilation,Race,Hispanic,Y,0.13092,94
2019-2020,Prolonged Ventilation,Race,Native,Y,0.2,2
2019-2020,Prolonged Ventilation,Race,Others,Y,0.13978,26
2019-2020,Prolonged Ventilation,Race,Pacific,Y,0.25,8
2019-2020,Prolonged Ventilation,Race,White,Y,0.11045,186
2019-2020,Re-Operative for Bleed,Age,0 to 40,Y,0.09677,3
2019-2020,Re-Operative for Bleed,Age,41-65,Y,0.01818,22
2019-2020,Re-Operative for Bleed,Age,66 to Max,Y,0.03198,62
2019-2020,Re-Operative for Bleed,All,All,Y,0.02736,87
2019-2020,Re-Operative for Bleed,CABG type,CABG+Valve,Y,0.04959,24
2019-2020,Re-Operative for Bleed,CABG type,Isolated CABG,Y,0.01979,48
2019-2020,Re-Operative for Bleed,CABG type,Other Non-Isolated CABG,Y,0.05535,15
2019-2020,Re-Operative for Bleed,Gender,Female,Y,0.02587,23
2019-2020,Re-Operative for Bleed,Gender,Male,Y,0.02794,64
2019-2020,Re-Operative for Bleed,PayorType,Medi-Cal,Y,0.03139,14
2019-2020,Re-Operative for Bleed,PayorType,Medicare,Y,0.03143,64
2019-2020,Re-Operative for Bleed,PayorType,Other Insurance,Y,0.02857,2
2019-2020,Re-Operative for Bleed,PayorType,Private Insurance,Y,0.01159,7
2019-2020,Re-Operative for Bleed,PayorType,Uninsured,Y,0,0
2019-2020,Re-Operative for Bleed,Race,Asian,Y,0.04208,17
2019-2020,Re-Operative for Bleed,Race,Black,Y,0.0137,2
2019-2020,Re-Operative for Bleed,Race,Hispanic,Y,0.03064,22
2019-2020,Re-Operative for Bleed,Race,Native,Y,0.1,1
2019-2020,Re-Operative for Bleed,Race,Others,Y,0.02151,4
2019-2020,Re-Operative for Bleed,Race,Pacific,Y,0.09375,3
2019-2020,Re-Operative for Bleed,Race,White,Y,0.02257,38
2019-2020,Reintervention for Myocardial Ischemia,Age,0 to 40,Y,0,0
2019-2020,Reintervention for Myocardial Ischemia,Age,41-65,Y,0.00496,6
2019-2020,Reintervention for Myocardial Ischemia,Age,66 to Max,Y,0.00155,3
2019-2020,Reintervention for Myocardial Ischemia,All,All,Y,0.00283,9
2019-2020,Reintervention for Myocardial Ischemia,CABG type,CABG+Valve,Y,0,0
2019-2020,Reintervention for Myocardial Ischemia,CABG type,Isolated CABG,Y,0.0033,8
2019-2020,Reintervention for Myocardial Ischemia,CABG type,Other Non-Isolated CABG,Y,0.00369,1
2019-2020,Reintervention for Myocardial Ischemia,Gender,Female,Y,0.00337,3
2019-2020,Reintervention for Myocardial Ischemia,Gender,Male,Y,0.00262,6
2019-2020,Reintervention for Myocardial Ischemia,PayorType,Medi-Cal,Y,0,0
2019-2020,Reintervention for Myocardial Ischemia,PayorType,Medicare,Y,0.00246,5
2019-2020,Reintervention for Myocardial Ischemia,PayorType,Other Insurance,Y,0,0
2019-2020,Reintervention for Myocardial Ischemia,PayorType,Private Insurance,Y,0.00662,4
2019-2020,Reintervention for Myocardial Ischemia,PayorType,Uninsured,Y,0,0
2019-2020,Reintervention for Myocardial Ischemia,Race,Asian,Y,0,0
2019-2020,Reintervention for Myocardial Ischemia,Race,Black,Y,0.00685,1
2019-2020,Reintervention for Myocardial Ischemia,Race,Hispanic,Y,0.00279,2
2019-2020,Reintervention for Myocardial Ischemia,Race,Native,Y,0,0
2019-2020,Reintervention for Myocardial Ischemia,Race,Others,Y,0.00538,1
2019-2020,Reintervention for Myocardial Ischemia,Race,Pacific,Y,0,0
2019-2020,Reintervention for Myocardial Ischemia,Race,White,Y,0.00297,5
2020-2021,Deep Sternal Infection,Age,41-65,Y,0.03041,33
2020-2021,Deep Sternal Infection,Age,Over 65,Y,0.01807,32
2020-2021,Deep Sternal Infection,Age,Under 40,Y,0.03226,1
2020-2021,Deep Sternal Infection,All,All,Y,0.02286,66
2020-2021,Deep Sternal Infection,CABG type,CABG+Valve,Y,0.01523,6
2020-2021,Deep Sternal Infection,CABG type,Isolated CABG,Y,0.02525,56
2020-2021,Deep Sternal Infection,CABG type,Other Non-Isolated CABG,Y,0.01455,4
2020-2021,Deep Sternal Infection,Gender,Female,Y,0.03253,27
2020-2021,Deep Sternal Infection,Gender,Male,Y,0.01896,39
2020-2021,Deep Sternal Infection,PayorType,Medi-Cal,Y,0.04092,16
2020-2021,Deep Sternal Infection,PayorType,Medicare,Y,0.01787,33
2020-2021,Deep Sternal Infection,PayorType,Other Insurance,Y,0.01667,1
2020-2021,Deep Sternal Infection,PayorType,Private Insurance,Y,0.02797,16
2020-2021,Deep Sternal Infection,PayorType,Uninsured,Y,0,0
2020-2021,Deep Sternal Infection,Race,Asian,Y,0.01351,5
2020-2021,Deep Sternal Infection,Race,Black,Y,0.0137,2
2020-2021,Deep Sternal Infection,Race,Hispanic,Y,0.01858,12
2020-2021,Deep Sternal Infection,Race,Native,Y,0,0
2020-2021,Deep Sternal Infection,Race,Others,Y,0.01105,2
2020-2021,Deep Sternal Infection,Race,Pacific,Y,0.03226,1
2020-2021,Deep Sternal Infection,Race,White,Y,0.02937,44
2020-2021,Post-Operative Atrial Fibrillation,Age,41-65,Y,0.23963,260
2020-2021,Post-Operative Atrial Fibrillation,Age,Over 65,Y,0.39356,697
2020-2021,Post-Operative Atrial Fibrillation,Age,Under 40,Y,0.03226,1
2020-2021,Post-Operative Atrial Fibrillation,All,All,Y,0.33183,958
2020-2021,Post-Operative Atrial Fibrillation,CABG type,CABG+Valve,Y,0.44162,174
2020-2021,Post-Operative Atrial Fibrillation,CABG type,Isolated CABG,Y,0.30839,684
2020-2021,Post-Operative Atrial Fibrillation,CABG type,Other Non-Isolated CABG,Y,0.36364,100
2020-2021,Post-Operative Atrial Fibrillation,Gender,Female,Y,0.31446,261
2020-2021,Post-Operative Atrial Fibrillation,Gender,Male,Y,0.33884,697
2020-2021,Post-Operative Atrial Fibrillation,PayorType,Medi-Cal,Y,0.19437,76
2020-2021,Post-Operative Atrial Fibrillation,PayorType,Medicare,Y,0.37466,692
2020-2021,Post-Operative Atrial Fibrillation,PayorType,Other Insurance,Y,0.4,24
2020-2021,Post-Operative Atrial Fibrillation,PayorType,Private Insurance,Y,0.27972,160
2020-2021,Post-Operative Atrial Fibrillation,PayorType,Uninsured,Y,0.35294,6
2020-2021,Post-Operative Atrial Fibrillation,Race,Asian,Y,0.36216,134
2020-2021,Post-Operative Atrial Fibrillation,Race,Black,Y,0.31507,46
2020-2021,Post-Operative Atrial Fibrillation,Race,Hispanic,Y,0.24613,159
2020-2021,Post-Operative Atrial Fibrillation,Race,Native,Y,0.2,3
2020-2021,Post-Operative Atrial Fibrillation,Race,Others,Y,0.28177,51
2020-2021,Post-Operative Atrial Fibrillation,Race,Pacific,Y,0.41935,13
2020-2021,Post-Operative Atrial Fibrillation,Race,White,Y,0.36849,552
2020-2021,Post-Operative Dialysis,Age,41-65,Y,0.0212,23
2020-2021,Post-Operative Dialysis,Age,Over 65,Y,0.03049,54
2020-2021,Post-Operative Dialysis,Age,Under 40,Y,0,0
2020-2021,Post-Operative Dialysis,All,All,Y,0.02667,77
2020-2021,Post-Operative Dialysis,CABG type,CABG+Valve,Y,0.03807,15
2020-2021,Post-Operative Dialysis,CABG type,Isolated CABG,Y,0.02119,47
2020-2021,Post-Operative Dialysis,CABG type,Other Non-Isolated CABG,Y,0.05455,15
2020-2021,Post-Operative Dialysis,Gender,Female,Y,0.03614,30
2020-2021,Post-Operative Dialysis,Gender,Male,Y,0.02285,47
2020-2021,Post-Operative Dialysis,PayorType,Medi-Cal,Y,0.03581,14
2020-2021,Post-Operative Dialysis,PayorType,Medicare,Y,0.02815,52
2020-2021,Post-Operative Dialysis,PayorType,Other Insurance,Y,0.01667,1
2020-2021,Post-Operative Dialysis,PayorType,Private Insurance,Y,0.01399,8
2020-2021,Post-Operative Dialysis,PayorType,Uninsured,Y,0.11765,2
2020-2021,Post-Operative Dialysis,Race,Asian,Y,0.02432,9
2020-2021,Post-Operative Dialysis,Race,Black,Y,0.06164,9
2020-2021,Post-Operative Dialysis,Race,Hispanic,Y,0.03406,22
2020-2021,Post-Operative Dialysis,Race,Native,Y,0,0
2020-2021,Post-Operative Dialysis,Race,Others,Y,0.02762,5
2020-2021,Post-Operative Dialysis,Race,Pacific,Y,0.03226,1
2020-2021,Post-Operative Dialysis,Race,White,Y,0.02069,31
2020-2021,Post-Operative Renal Failure,Age,41-65,Y,0.02949,32
2020-2021,Post-Operative Renal Failure,Age,Over 65,Y,0.048,85
2020-2021,Post-Operative Renal Failure,Age,Under 40,Y,0,0
2020-2021,Post-Operative Renal Failure,All,All,Y,0.04053,117
2020-2021,Post-Operative Renal Failure,CABG type,CABG+Valve,Y,0.06091,24
2020-2021,Post-Operative Renal Failure,CABG type,Isolated CABG,Y,0.03201,71
2020-2021,Post-Operative Renal Failure,CABG type,Other Non-Isolated CABG,Y,0.08,22
2020-2021,Post-Operative Renal Failure,Gender,Female,Y,0.05422,45
2020-2021,Post-Operative Renal Failure,Gender,Male,Y,0.035,72
2020-2021,Post-Operative Renal Failure,PayorType,Medi-Cal,Y,0.04859,19
2020-2021,Post-Operative Renal Failure,PayorType,Medicare,Y,0.04277,79
2020-2021,Post-Operative Renal Failure,PayorType,Other Insurance,Y,0.03333,2
2020-2021,Post-Operative Renal Failure,PayorType,Private Insurance,Y,0.02797,16
2020-2021,Post-Operative Renal Failure,PayorType,Uninsured,Y,0.05882,1
2020-2021,Post-Operative Renal Failure,Race,Asian,Y,0.04324,16
2020-2021,Post-Operative Renal Failure,Race,Black,Y,0.08219,12
2020-2021,Post-Operative Renal Failure,Race,Hispanic,Y,0.04644,30
2020-2021,Post-Operative Renal Failure,Race,Native,Y,0,0
2020-2021,Post-Operative Renal Failure,Race,Others,Y,0.03867,7
2020-2021,Post-Operative Renal Failure,Race,Pacific,Y,0.03226,1
2020-2021,Post-Operative Renal Failure,Race,White,Y,0.03405,51
2020-2021,Post-Operative Stroke,Age,41-65,Y,0.02028,22
2020-2021,Post-Operative Stroke,Age,Over 65,Y,0.02767,49
2020-2021,Post-Operative Stroke,Age,Under 40,Y,0,0
2020-2021,Post-Operative Stroke,All,All,Y,0.02459,71
2020-2021,Post-Operative Stroke,CABG type,CABG+Valve,Y,0.03046,12
2020-2021,Post-Operative Stroke,CABG type,Isolated CABG,Y,0.02164,48
2020-2021,Post-Operative Stroke,CABG type,Other Non-Isolated CABG,Y,0.04,11
2020-2021,Post-Operative Stroke,Gender,Female,Y,0.03133,26
2020-2021,Post-Operative Stroke,Gender,Male,Y,0.02188,45
2020-2021,Post-Operative Stroke,PayorType,Medi-Cal,Y,0.03069,12
2020-2021,Post-Operative Stroke,PayorType,Medicare,Y,0.02436,45
2020-2021,Post-Operative Stroke,PayorType,Other Insurance,Y,0.06667,4
2020-2021,Post-Operative Stroke,PayorType,Private Insurance,Y,0.01748,10
2020-2021,Post-Operative Stroke,PayorType,Uninsured,Y,0,0
2020-2021,Post-Operative Stroke,Race,Asian,Y,0.02162,8
2020-2021,Post-Operative Stroke,Race,Black,Y,0.0411,6
2020-2021,Post-Operative Stroke,Race,Hispanic,Y,0.03406,22
2020-2021,Post-Operative Stroke,Race,Native,Y,0.2,3
2020-2021,Post-Operative Stroke,Race,Others,Y,0.01657,3
2020-2021,Post-Operative Stroke,Race,Pacific,Y,0.03226,1
2020-2021,Post-Operative Stroke,Race,White,Y,0.01869,28
2020-2021,Prolonged Ventilation,Age,41-65,Y,0.11797,128
2020-2021,Prolonged Ventilation,Age,Over 65,Y,0.12987,230
2020-2021,Prolonged Ventilation,Age,Under 40,Y,0.06452,2
2020-2021,Prolonged Ventilation,All,All,Y,0.1247,360
2020-2021,Prolonged Ventilation,CABG type,CABG+Valve,Y,0.19543,77
2020-2021,Prolonged Ventilation,CABG type,Isolated CABG,Y,0.09874,219
2020-2021,Prolonged Ventilation,CABG type,Other Non-Isolated CABG,Y,0.23273,64
2020-2021,Prolonged Ventilation,Gender,Female,Y,0.13855,115
2020-2021,Prolonged Ventilation,Gender,Male,Y,0.11911,245
2020-2021,Prolonged Ventilation,PayorType,Medi-Cal,Y,0.14834,58
2020-2021,Prolonged Ventilation,PayorType,Medicare,Y,0.13265,245
2020-2021,Prolonged Ventilation,PayorType,Other Insurance,Y,0.18333,11
2020-2021,Prolonged Ventilation,PayorType,Private Insurance,Y,0.07692,44
2020-2021,Prolonged Ventilation,PayorType,Uninsured,Y,0.11765,2
2020-2021,Prolonged Ventilation,Race,Asian,Y,0.14054,52
2020-2021,Prolonged Ventilation,Race,Black,Y,0.15753,23
2020-2021,Prolonged Ventilation,Race,Hispanic,Y,0.12384,80
2020-2021,Prolonged Ventilation,Race,Native,Y,0.2,3
2020-2021,Prolonged Ventilation,Race,Others,Y,0.1326,24
2020-2021,Prolonged Ventilation,Race,Pacific,Y,0.22581,7
2020-2021,Prolonged Ventilation,Race,White,Y,0.11415,171
2020-2021,Re-Operative for Bleed,Age,41-65,Y,0.02212,24
2020-2021,Re-Operative for Bleed,Age,Over 65,Y,0.03162,56
2020-2021,Re-Operative for Bleed,Age,Under 40,Y,0.09677,3
2020-2021,Re-Operative for Bleed,All,All,Y,0.02875,83
2020-2021,Re-Operative for Bleed,CABG type,CABG+Valve,Y,0.06091,24
2020-2021,Re-Operative for Bleed,CABG type,Isolated CABG,Y,0.02029,45
2020-2021,Re-Operative for Bleed,CABG type,Other Non-Isolated CABG,Y,0.05091,14
2020-2021,Re-Operative for Bleed,Gender,Female,Y,0.0253,21
2020-2021,Re-Operative for Bleed,Gender,Male,Y,0.03014,62
2020-2021,Re-Operative for Bleed,PayorType,Medi-Cal,Y,0.04092,16
2020-2021,Re-Operative for Bleed,PayorType,Medicare,Y,0.02978,55
2020-2021,Re-Operative for Bleed,PayorType,Other Insurance,Y,0.03333,2
2020-2021,Re-Operative for Bleed,PayorType,Private Insurance,Y,0.01573,9
2020-2021,Re-Operative for Bleed,PayorType,Uninsured,Y,0.05882,1
2020-2021,Re-Operative for Bleed,Race,Asian,Y,0.04865,18
2020-2021,Re-Operative for Bleed,Race,Black,Y,0.00685,1
2020-2021,Re-Operative for Bleed,Race,Hispanic,Y,0.02786,18
2020-2021,Re-Operative for Bleed,Race,Native,Y,0.06667,1
2020-2021,Re-Operative for Bleed,Race,Others,Y,0.01657,3
2020-2021,Re-Operative for Bleed,Race,Pacific,Y,0.09677,3
2020-2021,Re-Operative for Bleed,Race,White,Y,0.02603,39
2020-2021,Reintervention for Myocardial Ischemia,Age,41-65,Y,0.00829,9
2020-2021,Reintervention for Myocardial Ischemia,Age,Over 65,Y,0.00169,3
2020-2021,Reintervention for Myocardial Ischemia,Age,Under 40,Y,0,0
2020-2021,Reintervention for Myocardial Ischemia,All,All,Y,0.00416,12
2020-2021,Reintervention for Myocardial Ischemia,CABG type,CABG+Valve,Y,0.00254,1
2020-2021,Reintervention for Myocardial Ischemia,CABG type,Isolated CABG,Y,0.00406,9
2020-2021,Reintervention for Myocardial Ischemia,CABG type,Other Non-Isolated CABG,Y,0.00727,2
2020-2021,Reintervention for Myocardial Ischemia,Gender,Female,Y,0.00482,4
2020-2021,Reintervention for Myocardial Ischemia,Gender,Male,Y,0.00389,8
2020-2021,Reintervention for Myocardial Ischemia,PayorType,Medi-Cal,Y,0.00767,3
2020-2021,Reintervention for Myocardial Ischemia,PayorType,Medicare,Y,0.00271,5
2020-2021,Reintervention for Myocardial Ischemia,PayorType,Other Insurance,Y,0,0
2020-2021,Reintervention for Myocardial Ischemia,PayorType,Private Insurance,Y,0.00524,3
2020-2021,Reintervention for Myocardial Ischemia,PayorType,Uninsured,Y,0.05882,1
2020-2021,Reintervention for Myocardial Ischemia,Race,Asian,Y,0.0027,1
2020-2021,Reintervention for Myocardial Ischemia,Race,Black,Y,0.00685,1
2020-2021,Reintervention for Myocardial Ischemia,Race,Hispanic,Y,0.00619,4
2020-2021,Reintervention for Myocardial Ischemia,Race,Native,Y,0,0
2020-2021,Reintervention for Myocardial Ischemia,Race,Others,Y,0,0
2020-2021,Reintervention for Myocardial Ischemia,Race,Pacific,Y,0,0
2020-2021,Reintervention for Myocardial Ischemia,Race,White,Y,0.00401,6
